price,title,link
"R$,20,,,19",100 Unidades Cartela Tag Para Chaveiro + 100 Saquinhos ,"<a href=""https://produto.mercadolivre.com.br/MLB-2770792083-100-unidades-cartela-tag-para-chaveiro-100-saquinhos-_JM#position=34&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""100 Unidades Cartela Tag Para Chaveiro + 100 Saquinhos ""><h2 aria-level=""3"" class=""ui-search-item__title"">100 Unidades Cartela Tag Para Chaveiro + 100 Saquinhos </h2></a>"
"R$,90,,,98,8% OFF,R$,30,,,33",Colar Ouro 18k 2 Fotos Relicário Coração Diamantado Folheado,"<a href=""https://produto.mercadolivre.com.br/MLB-2181343676-colar-ouro-18k-2-fotos-relicario-coraco-diamantado-folheado-_JM#position=35&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Ouro 18k 2 Fotos Relicário Coração Diamantado Folheado""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Ouro 18k 2 Fotos Relicário Coração Diamantado Folheado</h2></a>"
"R$,312,R$,31,,,20",Pulseira Coffee Feminina Ouro 18k 750 Garantia Eterna,"<a href=""https://produto.mercadolivre.com.br/MLB-2892870575-pulseira-coffee-feminina-ouro-18k-750-garantia-eterna-_JM#position=36&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pulseira Coffee Feminina Ouro 18k 750 Garantia Eterna""><h2 aria-level=""3"" class=""ui-search-item__title"">Pulseira Coffee Feminina Ouro 18k 750 Garantia Eterna</h2></a>"
"R$,72,,,10,5% OFF,R$,7,,,01",Mostruário Grande Porta Jóias Couro Preto - Veludo - Viagem,"<a href=""https://produto.mercadolivre.com.br/MLB-1564532020-mostruario-grande-porta-joias-couro-preto-veludo-viagem-_JM#position=40&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Mostruário Grande Porta Jóias Couro Preto - Veludo - Viagem""><h2 aria-level=""3"" class=""ui-search-item__title"">Mostruário Grande Porta Jóias Couro Preto - Veludo - Viagem</h2></a>"
"R$,149,,,90,R$,37,,,48",Par De Alianças Banhada A Ouro 24k Casamento Nf E Garantia,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=RdktJ8bQ2c%2Fm05imYonuv9N8rq7QKdgPe9OkLpZtKKlQvW0qa%2BMTRS8JOk4YlZXFTfnlBA1C5eJFjflJbiXmXtkcZRZ3Y8n6z2Z%2FhGeXMLpOQH6EtRAyonL%2B2zoxYDr67NDJkb7iJzIQgEZK9awYbxNhV5K1Fk4IJHvq4IhiDSAwYnYCA6bXR7vkIvETGXTw0mhf1ccbZnXMC8jQKloXGVvj07WRiAi%2BzpNzzgCsuiB0%2BQ0MGSrto%2FXFTNd%2Fj6LDkDGY%2Flp1nOlHpTiFczJVFsCG52BbXW5kgviTwO4QYY76ULxFwfVgvhZHw2mwKdOD0RKKcYCHHBHQvP0oZ0a74j1ZQzmN9MFTZHuzjgHCuDB%2FgicLHkn8FX0kiuGaNRF7ah3UZkOe21NSPu2e5obWDNCtt5N1P%2FMSd9F%2FWh0BorNNL7Ua5k%2FrhVd5Tm7BW4GQM8qA8dQfyBcRq4CDHfqTwyPmnvKnu%2FvgV4yDkKe5Jq2Kla1ACPHaXqjrbd5hCIRTHr6FjfNg9SIJRSAn1i8Fnzp9Ve6jpHf54knUtZlW7oRomYiwBvz95yHnjEaT8tdhqNZZ3szmiENgl2u07%2Fevs5dYu%2BQBqYNCO6C6fUVXYLMHTtbGmLpmLyIqw1AAZnxsNJUN%2FBmhfjopQdTQfvd2XkpebWPNFA6hvNKYy0vgW8hPeCDg5Uo6B0qMytFSojhZMBc5XGlQk9j%2F5R3URJi93alcQHBOSOxXGA%3D%3D&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Par De Alianças Banhada A Ouro 24k Casamento Nf E Garantia"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Par De Alianças Banhada A Ouro 24k Casamento Nf E Garantia</h2></a>"
"R$,72,,,49,8% OFF,R$,24,,,16",Colar Círculo Vazado Cravejado De Zircônias Em Prata 925,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=5ETpE41BFXLB66c9ADq2w4mpUF%2BgAZtNcoa9BHfGhz6nxhMlqhfHgwfGBULabuDLwyIw%2BjDjU6tm0BX%2FhlyGZw%2BsVMrQ3iyZe5GNlk6BA6LQ2GhgC%2FEFnu1nc9QIIU%2F6R0n5n5m7cCkin5TlpeijZEbtRwA154qDoKxhWI15gP41Y6Uk%2BvJtDR1uLNhGX6oL2UayToOsw2xuMHZt4O%2BocOS6PN43AES96IxHLOfsnaq1n6lNb0Q0Gfx%2FOaUhjUEk6ZZeroaISKJ64W3yKOiwziWjk%2F2y5LOgU%2BdOmIP8EfASp8UtVkw%2BN4mTx60eHG2l795B%2FJLyU5c3QRz8wO1DtoFtn2cvzXG6OrZ%2FU0qKbLTBoAr%2BXObjJLjP9fuwNPSTbrHtcm%2Fd%2BZ9dJnn5jivHPu%2FRPiiESeU%2B%2FMSSdkc01rSg6LDuiGFDB6RxFpOcmjpQQ5XPHSpKK6Tvn2vGceZaPeZaPaBSfU%2BIwWaNe1sDVRAHH4A0SpkG%2BS4ZNQlNuz10DrbIJBeDB%2Bqd2hLZC0%2Fn9OOUT8YTmv7wepgsRl0d115EQI2HxlSvUCYABn12Ia%2BMUGpbC8Btdtcm1t5wODTDwKm9P8FOUibpfrt3KD9vr%2Ftl%2FVHTzInhDQJ4T4Yauj5dmaBdXetXRKog3gImePpp5cjEo0zv8l8MENJlYXOfXR2xCjqoU4JNGA%2FmDVdrV9UdIIlAACRExry1m16Fx3BQzFjpfV51&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Círculo Vazado Cravejado De Zircônias Em Prata 925"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Círculo Vazado Cravejado De Zircônias Em Prata 925</h2></a>"
"R$,890,R$,89",GARDÊNIA JOIAS,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=m39U%2F8m4OsSpIVvcZBtma2i0KgqTFDhxOi14d48w0dcfDP5AXBkw1ZcOLm37w%2FKgtGKfi3%2BCpFS3q7MPWRlCSOVCmEuPOJgfFXvt0o0q4PyZ7Bm4au3MUsak5YM32Eidd2bE%2F8mq5BWj4gJAYJ4sFhWItGWcJ7PlqgMi97SB2MnZx7SmVkBC68q01tnvAq4IO%2BXKGP%2FW0g9Ay5lLSInaI%2BKgssqN%2FEZcTYijES8g5WXfmCpsI6h7TVMBIuLQb%2FNvX0iCVbw1A6nJxkiUWUYoChEbqTup6kqd4SFjvo0HHHqy62Gx01O0y6hookFwlhqmxQuWlSzf4fPbnjOA53MzNm19YBSDIXGmxcjA7dO2NpKxywr7%2FH43GMoQOK7udxn95SCLvkS4Oi%2BbZmpnLUWlcrmTPQb8Z0m35yBOrccYJBzuDH9DX7PEB7bXd8aBFcSJmHhf1K957NK1p5sVkM%2FbQYPU0RMTyYLieqlM1HNjyNJvGoW0xXuLN96aARCdOSAPvfRqbpGWHIkmwoPgK1dF5kRkFOgWLegekwQ265SPDd5xFFNmi3NWrbbyoJ6rBMuJX2wptFBDAgP1PFO16ApsZS7RYPEo7Urbg0Q4vahPBPq46EHfmZeAeaqsS4WFjmIueeHSp1ngRTYuju9KtHs64lDVf2MT6RbirvWJApTvWjGrfcH538IE7DEcVmvrO9o8XgTVQDO7s1o4F9mva1f21wRQDi8m&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fbuybox-layout%2B25349%2Cmclics%2Fmax-bid-capped%2B36382&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pulseira Bracelete Ouro 18k 3mm- 2,80g - Garantia Vitalícia"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Pulseira Bracelete Ouro 18k 3mm- 2,80g - Garantia Vitalícia</h2></a>"
"R$,41,,,35,17% OFF,R$,4,,,01",Saquinho De Veludo ( M ) Pacote Com 100 Saquinhos Para Jóias,"<a href=""https://produto.mercadolivre.com.br/MLB-1597294090-saquinho-de-veludo-m-pacote-com-100-saquinhos-para-joias-_JM#position=41&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Saquinho De Veludo ( M ) Pacote Com 100 Saquinhos Para Jóias""><h2 aria-level=""3"" class=""ui-search-item__title"">Saquinho De Veludo ( M ) Pacote Com 100 Saquinhos Para Jóias</h2></a>"
"R$,59,,,75,5% OFF,R$,5,,,81",12 Terços Perfumados De Nossa Senhora Aparecida - Atacado,"<a href=""https://produto.mercadolivre.com.br/MLB-2074182502-12-tercos-perfumados-de-nossa-senhora-aparecida-atacado-_JM#position=42&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""12 Terços Perfumados De Nossa Senhora Aparecida - Atacado""><h2 aria-level=""3"" class=""ui-search-item__title"">12 Terços Perfumados De Nossa Senhora Aparecida - Atacado</h2></a>"
"R$,149,,,90,R$,37,,,48",Colar Vovó Com 3 Netas E 1 Neto Banhado Em Ouro 18k,"<a href=""https://produto.mercadolivre.com.br/MLB-1779590741-colar-vovo-com-3-netas-e-1-neto-banhado-em-ouro-18k-_JM#position=43&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Vovó Com 3 Netas E 1 Neto Banhado Em Ouro 18k""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Vovó Com 3 Netas E 1 Neto Banhado Em Ouro 18k</h2></a>"
"R$,59,R$,19,,,67",Berloque Profissão Psicologia Psicólogo Prata 925,"<a href=""https://produto.mercadolivre.com.br/MLB-3310590755-berloque-profisso-psicologia-psicologo-prata-925-_JM#position=44&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Berloque Profissão Psicologia Psicólogo Prata 925""><h2 aria-level=""3"" class=""ui-search-item__title"">Berloque Profissão Psicologia Psicólogo Prata 925</h2></a>"
"R$,53,,,20,33% OFF,R$,5,,,17",Kit 3 Brinco Argola Fina Cravejada Banho Prata 925 + Brinde,"<a href=""https://produto.mercadolivre.com.br/MLB-3722261002-kit-3-brinco-argola-fina-cravejada-banho-prata-925-brinde-_JM#position=45&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Kit 3 Brinco Argola Fina Cravejada Banho Prata 925 + Brinde""><h2 aria-level=""3"" class=""ui-search-item__title"">Kit 3 Brinco Argola Fina Cravejada Banho Prata 925 + Brinde</h2></a>"
"R$,15,,,20,20% OFF",100 Peças Etiqueta Preço Com Linha Para Jóias E Biju ,"<a href=""https://produto.mercadolivre.com.br/MLB-3004624589-100-pecas-etiqueta-preco-com-linha-para-joias-e-biju-_JM#position=46&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""100 Peças Etiqueta Preço Com Linha Para Jóias E Biju ""><h2 aria-level=""3"" class=""ui-search-item__title"">100 Peças Etiqueta Preço Com Linha Para Jóias E Biju </h2></a>"
"R$,49,,,90,R$,4,,,84","Conjunto Colar E Brincos Para Noivas, Debutantes, Madrinhas, Festa. Cor Prata Com Strass. Barato E Lindo! Cód: C6","<a href=""https://produto.mercadolivre.com.br/MLB-919752375-conjunto-colar-e-brincos-para-noivas-debutantes-madrinhas-festa-cor-prata-com-strass-barato-e-lindo-cod-c6-_JM#position=47&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Conjunto Colar E Brincos Para Noivas, Debutantes, Madrinhas, Festa. Cor Prata Com Strass. Barato E Lindo! Cód: C6""><h2 aria-level=""3"" class=""ui-search-item__title"">Conjunto Colar E Brincos Para Noivas, Debutantes, Madrinhas, Festa. Cor Prata Com Strass. Barato E Lindo! Cód: C6</h2></a>"
"R$,104,,,40,5% OFF,R$,34,,,80",MONSUR JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-2664194068-pulseira-masculina-de-prata-925-macica-grumet-grossa-5mm-_JM#position=48&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pulseira Masculina De Prata 925 Maciça Grumet Grossa 5mm""><h2 aria-level=""3"" class=""ui-search-item__title"">Pulseira Masculina De Prata 925 Maciça Grumet Grossa 5mm</h2></a>"
"R$,78,,,99,R$,7,,,68",KEL SEMI JOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-753526367-colar-mandala-profisso-direito-formatura-banho-de-ouro-18k-_JM#position=49&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Mandala Profissão Direito Formatura Banho De Ouro 18k""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Mandala Profissão Direito Formatura Banho De Ouro 18k</h2></a>"
"R$,69,R$,23",ACERVO CHROME,"<a href=""https://produto.mercadolivre.com.br/MLB-3299402479-berloque-arvore-da-vida-encantada-prata-925-coraco-_JM#position=50&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Berloque Árvore Da Vida Encantada Prata 925 Coração""><h2 aria-level=""3"" class=""ui-search-item__title"">Berloque Árvore Da Vida Encantada Prata 925 Coração</h2></a>"
"R$,476,,,90,5% OFF,R$,47,,,69",AQUAMARINE JÓIAS,"<a href=""https://www.mercadolivre.com.br/trio-de-argolinhas-ouro-18k-macico-kit-3-pares-argola-unisex/p/MLB27777448?pdp_filters=category:MLB1431#searchVariation=MLB27777448&amp;position=13&amp;search_layout=grid&amp;type=product&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Trio De Argolinhas Ouro 18k Maciço Kit 3 Pares Argola Unisex""><h2 aria-level=""3"" class=""ui-search-item__title"">Trio De Argolinhas Ouro 18k Maciço Kit 3 Pares Argola Unisex</h2></a>"
"R$,41,,,80,14% OFF,R$,4,,,05",Saquinho De Veludo ( M ) Pacote Com 100 Saquinhos Para Jóias,"<a href=""https://produto.mercadolivre.com.br/MLB-690035545-saquinho-de-veludo-m-pacote-com-100-saquinhos-para-joias-_JM#position=51&amp;search_layout=grid&amp;type=item&amp;tracking_id=6fdb3d76-e64f-4af5-a387-c16fef0d26a0"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Saquinho De Veludo ( M ) Pacote Com 100 Saquinhos Para Jóias""><h2 aria-level=""3"" class=""ui-search-item__title"">Saquinho De Veludo ( M ) Pacote Com 100 Saquinhos Para Jóias</h2></a>"
"R$,79,,,90,R$,26,,,63",Cordão Banhada A Ouro 18k 70 Cm + Pulseira E Pingente,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=kEYLzoRYqBrznFEoB%2Bz6CeCXp%2B%2FRCgwZUExnrYoqxin%2FORm8J2%2FE1Yq4MRX%2Fqv26awWc2HsAUbfC1kTx8qwto3xjegwJ0%2BYlMHOZ5fA0teEf9xy4QNKAO1r3mFeb9aouxSQ26cDB%2BMymJSZX6snd90hYwlyRXBsmFF26FrWL%2BIX5pnrwQJpZsTPkMP9LnuvQ1vNnTYdCwC5Qw7CZe8c3fihS9VHlBJ1jvB1Ho%2FE4XfxjMGPn18w%2FwjxJo2xwTHn1%2BEI5db3oXohXrwUMRYBj1Y34ratx94adZwGk2IidqaQjf3MPuPEHTbaob%2BxTMGmtTCWAfypadyH4Oe50lJrXHduT5eBqDcGk3jfk1ltK3P941GUUnRWPC8nD5PZbfvk%2F4f7N4oZ1o4nRGHEQRS1HVHjFMpnip5KyU613o702ky75lp1bVqw6QlP2zOsjHwa%2BAEVvmbbXKLmg8%2FhbdAA9x1jLQ2FZAuR8zcEF22ur3daNdW0tmVSEd1Et8Qef39OdE8lwwCgaWQNcRiAEaBrek67cT5cqy4DISZxw6T8RqmDxD3DWwps7B5eicg%2FnPth3YTOppI04YJ5v3KjvfjOlkEWoBPLBRzuOMBQSblEfG1l8NPG1EIHIYGvoojItBiyAmoAcDfpXhqtx%2BaJnJki4PKoNWzRu6A75oWyVOUNoiWFRbiWt01KynzsV%2B3bFo6LXYNTBr5RSvpc%3D&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmore-ads%2B28402%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Cordão Banhada A Ouro 18k 70 Cm + Pulseira E Pingente"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Cordão Banhada A Ouro 18k 70 Cm + Pulseira E Pingente</h2></a>"
"R$,72,,,49,8% OFF,R$,24,,,16",Colar Círculo Vazado Cravejado De Zircônias Em Prata 925,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=aqcyCmw7q%2BmNpICemNkApk8HAsv9EyO8BKp7D9W%2BoS6TTC%2FmSd3iiiZhnXePLsWDUfRBcZ0ysW6wWFjJjUZDtrwV1d0fokRdMCtPDNWBWFz%2Fskg2bp%2F7lyy2NhYr7eyfZfi8UcyGb6kGLSaS%2B%2BhCT%2FMReQYXy6kRpB%2FOC7FtJDKjGnemNTjALPZt%2Ft8G8yepo5hRvgkIPG8MeeGVhSmoDZfEYSzhFmSTQw9xjNAsrwsWctfWIVrXkEim0fdw9CXckoX9X6MHFZYaQmbQMkIFeIGXwTTF0JxevbrPAG6jF9LIpAkhD4McdxhLPpE9fq%2BFHBvd%2FSVlomI1NIqe5m9INT%2Fc4qJvUFo%2F5iHHfgApEV7poTqn80p0%2BNw%2BGYoOwPCTqspUChUONfxpLp4LEccfG0XpO%2Bluxeo9WnQ1fxn1VowPgq7MYNUEmhY%2B5r2S1lAYHG0zD3SikhDfJ32QOq8Ap0CnfuwbHiSLwVIJ044MEAArbulRWJcd3SF2JxPoI71blkC0eHKO%2FAeLtShDs82HGwZWZouYSqyYBODsZHbqPa4gk6u2ZPSVraei0SwKcoq4xzwTTp7iLXF2kfkkOq94%2B%2BKLm%2FecVHxAq%2BFXaFDebAZWWdEFIBXIH%2F3RnVNpttkPBRz4z1lRdoJu1TmwEtq8aVHz4d6wPLC5jff8MvaIsicWATRANHvpAg9kvNLhl%2FJyH0LMkdk8faP1UEH1&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmore-ads%2B28402%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Círculo Vazado Cravejado De Zircônias Em Prata 925"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Círculo Vazado Cravejado De Zircônias Em Prata 925</h2></a>"
"R$,34,,,20,14% OFF,R$,11,,,40",Trio De Argolinhas Cravejadas Prata 925,"<a href=""https://click1.mercadolivre.com.br/mclics/clicks/external/MLB/count?a=dD2BnkZgFtkjr%2BDvbQMrN67U2F%2Bli3zxZex3gQ82SbikAT6x8RKfXX%2FVU6FLFAGptXW0%2FvDtIpbLGnkmXi0O9WTj7K6MyoCi0ETsagafLfZ%2F8P%2FPuj4waTr%2B82%2BZbUFo9VtF4110fk1vEvEMigzH2tUovuG0jKZ5dWP87xFwcoHi95WG%2Bt03naupiDy%2BGMg9BferOIHR67l%2BpMzWA2HLwv3CoBCqOVzgkrusqYmBA0ZaGZdnRW0YgNjQo6Th0wYtlDtDPozkuP0S9A81q50tlsb2Qm1JGLGR0Z5ZCEY50%2FD7%2BGqTg4FodGxnIu0Y0YxEATbHA%2FfpatdsmfQPeQ1f7mYOmcXGD%2BpR%2BxG%2FHVnChLF9Wce7ME1JxjyOWLlwaAV8eynhohi6ojfQUJDLAM1xCzpgUHxUQztvdk17P2QcDoOUIO%2B6blNtiO4yh8%2BpKSC7d3gV4vEkfv37YMsEzEK9fT4ffBDp7AX0EQisBtNLdN%2B8AyVRsIawPg%2Fq9hs2HseSARec203%2FUJfWi%2BV%2F7GWX%2FoRBYoLF8TP7IECvOFW4hs6SQ7Sf2SKuagiWDXFqw12aAFbLb9W2XT5iy8QS22RyjsbZXx43HU8GXr8qpwKt54gQZfDtKaYrvl6Lt6mxHM8QhlKVbEZZx85D7R%2B0Wof0SfhaidSq0ceCNHDFXEw4nhf2yQOAgy3%2BGwlLA88%3D&amp;e=mclics%2Fpseudo-search-pads-buybox%2B7708%2Cmclics%2Fmax-bid-item-factor%2B23928%2Cmclics%2Fsearch-list-ad-algorithm%2BDEFAULT%2Cmclics%2Fmax-bid-capped%2B36382%2Cmclics%2Fmore-ads%2B28402%2Cmclics%2Fpads-score-mla%2B17263%2Cmclics%2Flax-top-domain%2B23443&amp;rb=x"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Trio De Argolinhas Cravejadas Prata 925"" rel=""nofollow,sponsored""><h2 aria-level=""3"" class=""ui-search-item__title"">Trio De Argolinhas Cravejadas Prata 925</h2></a>"
"R$,23,,,49,6% OFF",VELUDO,"<a href=""https://produto.mercadolivre.com.br/MLB-897590147-caixa-anel-alianca-brinco-rosa-cabo-veludo-caixinha-estojo-_JM#position=7&amp;search_layout=grid&amp;type=item&amp;tracking_id=0431618d-7aa3-45a1-b49c-0c1bf342e944"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Caixa Anel Aliança Brinco Rosa Cabo Veludo Caixinha Estojo""><h2 aria-level=""3"" class=""ui-search-item__title"">Caixa Anel Aliança Brinco Rosa Cabo Veludo Caixinha Estojo</h2></a>"
"R$,87,,,90,R$,29,,,30",Colar Da Vovó Com Coração Banhado Em Ouro 18k,"<a href=""https://produto.mercadolivre.com.br/MLB-2082850874-colar-da-vovo-com-coraco-banhado-em-ouro-18k-_JM#position=8&amp;search_layout=grid&amp;type=item&amp;tracking_id=0431618d-7aa3-45a1-b49c-0c1bf342e944"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Da Vovó Com Coração Banhado Em Ouro 18k""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Da Vovó Com Coração Banhado Em Ouro 18k</h2></a>"
"R$,74,,,95,5% OFF,R$,24,,,98",O Um Anel - Senhor Dos Anéis - Letras Que Brilham No Escuro,"<a href=""https://produto.mercadolivre.com.br/MLB-3416800887-o-um-anel-senhor-dos-aneis-letras-que-brilham-no-escuro-_JM#position=9&amp;search_layout=grid&amp;type=item&amp;tracking_id=0431618d-7aa3-45a1-b49c-0c1bf342e944"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""O Um Anel - Senhor Dos Anéis - Letras Que Brilham No Escuro""><h2 aria-level=""3"" class=""ui-search-item__title"">O Um Anel - Senhor Dos Anéis - Letras Que Brilham No Escuro</h2></a>"
"R$,49,R$,4,,,75",RIQUEZAS DO BRASIL,"<a href=""https://produto.mercadolivre.com.br/MLB-1867994099-pingente-figa-pedra-natural-azeviche-folheado-prata-proteco-_JM#position=13&amp;search_layout=grid&amp;type=item&amp;tracking_id=0431618d-7aa3-45a1-b49c-0c1bf342e944"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Pingente Figa Pedra Natural Azeviche Folheado Prata Proteção""><h2 aria-level=""3"" class=""ui-search-item__title"">Pingente Figa Pedra Natural Azeviche Folheado Prata Proteção</h2></a>"
"R$,133,,,85,5% OFF,R$,13,,,01",SANTO ESTILLO SEMIJOIAS,"<a href=""https://produto.mercadolivre.com.br/MLB-2203738278-colar-feminino-presente-me-filhos-casal-santo-estilo-perola-_JM#position=14&amp;search_layout=grid&amp;type=item&amp;tracking_id=0431618d-7aa3-45a1-b49c-0c1bf342e944"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Colar Feminino Presente Mãe Filhos Casal Santo Estilo Perola""><h2 aria-level=""3"" class=""ui-search-item__title"">Colar Feminino Presente Mãe Filhos Casal Santo Estilo Perola</h2></a>"
"R$,66,,,99,R$,22,,,33",Terço De Noiva Banhado A Ouro 18k  Perolas Nossa Senhora Ap,"<a href=""https://produto.mercadolivre.com.br/MLB-1939376205-terco-de-noiva-banhado-a-ouro-18k-perolas-nossa-senhora-ap-_JM#position=15&amp;search_layout=grid&amp;type=item&amp;tracking_id=0431618d-7aa3-45a1-b49c-0c1bf342e944"" class=""ui-search-item__group__element ui-search-link__title-card ui-search-link"" title=""Terço De Noiva Banhado A Ouro 18k  Perolas Nossa Senhora Ap""><h2 aria-level=""3"" class=""ui-search-item__title"">Terço De Noiva Banhado A Ouro 18k  Perolas Nossa Senhora Ap</h2></a>"
